Postcode,A,B,C,D,E,F,G,H
DG1 3PB,0,4,0,0,0,2,1,0
DG1 3PD,0,0,0,9,0,0,0,0
DG1 3PE,0,0,4,2,5,0,0,0
DG1 3PF,0,1,4,7,9,1,0,0
DG1 3PG,0,0,1,0,2,2,0,0
DG1 3PH,0,0,0,0,0,0,0,0
DG1 3PJ,0,0,0,2,2,1,0,0
DG1 3PL,1,0,0,0,0,0,0,0
DG1 3PN,0,4,6,0,1,0,0,0
DG1 3PP,0,0,0,2,1,0,0,0
DG1 3PQ,0,0,0,0,0,0,0,0
DG1 3PR,0,0,0,0,3,3,1,0
DG1 3PS,0,1,1,3,13,8,1,0
DG1 3PT,1,0,2,1,2,4,2,0
DG1 3PU,0,5,1,0,1,2,2,0
DG1 3PW,0,0,3,0,0,0,0,0
DG1 3PX,6,11,2,1,0,0,0,0
DG1 3PY,0,0,0,0,0,0,0,0
DG1 3QA,0,0,0,0,2,2,1,0
DG1 3QB,0,0,0,0,1,2,0,0
DG1 3QD,0,2,0,3,1,1,2,0
DG1 3QE,0,0,1,0,2,3,2,0
DG1 3QF,0,0,4,0,1,0,0,0
DG1 3QG,0,2,0,1,2,0,1,0
DG1 3QH,0,0,8,14,5,0,0,0
DG1 3QJ,0,0,6,7,1,0,0,0
DG1 3QL,0,0,0,0,0,0,0,0
DG1 3QN,0,4,0,0,0,0,0,0
DG1 3QP,0,0,7,2,0,0,0,0
DG1 3QR,0,0,8,5,0,0,0,0
DG1 3QS,0,0,19,8,1,0,0,0
DG1 3QT,0,0,16,5,0,0,0,0
DG1 3QU,0,0,4,2,0,0,0,0
DG1 3QW,0,0,12,9,0,0,0,0
DG1 3QX,0,0,18,10,0,0,0,0
DG1 3QY,0,0,37,3,0,0,0,0
DG1 3RA,0,0,0,10,0,0,0,0
DG1 3RB,0,6,4,6,0,0,0,0
DG1 3RD,0,12,8,0,0,0,0,0
DG1 3RE,0,0,3,1,0,0,0,0
DG1 3RF,0,4,26,2,0,0,0,0
DG1 3RG,0,0,30,3,0,0,0,0
DG1 3RH,0,0,19,2,0,0,0,0
DG1 3RJ,0,0,31,2,0,0,0,0
DG1 3RL,0,0,4,2,0,0,0,0
DG1 3RN,0,0,26,5,1,0,0,0
DG1 3RP,0,0,2,1,0,0,0,0
DG1 3RQ,0,0,16,3,0,0,0,0
DG1 3RR,0,14,8,0,0,0,0,0
DG1 3RS,0,0,0,0,0,0,0,0
DG1 3RT,0,10,8,0,0,0,0,0
DG1 3RU,0,32,15,5,1,0,0,0
DG1 3RW,0,0,20,2,0,0,0,0
DG1 3RX,0,16,8,0,0,0,0,0
DG1 3RY,0,8,14,1,0,0,0,0
DG1 3RZ,0,0,0,17,1,0,0,0
DG1 3SA,0,0,3,0,1,4,1,0
DG1 3SB,0,0,21,12,7,0,0,0
DG1 3SD,0,0,20,24,1,0,0,0
DG1 3SE,2,3,0,0,2,1,1,0
DG1 3SF,0,0,0,5,3,2,1,0
DG1 3SG,0,0,11,15,0,0,0,0
DG1 3SJ,0,0,0,0,0,0,0,0
DG1 3SL,0,0,17,21,10,0,0,0
DG1 3SN,0,0,9,19,4,0,0,0
DG1 3SP,0,0,13,8,0,0,0,0
DG1 3SQ,0,0,5,3,4,0,0,0
DG1 3SR,0,0,0,8,3,0,0,0
DG1 3SS,0,0,22,14,2,0,0,0
DG1 3ST,0,0,4,31,10,0,0,0
DG1 3SU,0,0,18,12,4,0,0,0
DG1 3SW,0,0,0,6,1,0,0,0
DG1 3SY,0,0,23,15,3,0,0,0
DG1 3SZ,0,0,10,2,0,0,0,0
DG1 3TA,9,0,1,0,0,0,0,0
DG1 3TE,0,0,15,13,18,0,0,0
DG1 3TF,0,0,0,9,6,0,0,0
DG1 3TG,0,0,14,5,14,0,0,0
DG1 3TH,0,0,2,1,6,0,0,0
DG1 3TJ,0,0,4,3,5,0,0,0
DG1 3TL,0,20,0,0,0,0,0,0
DG1 3UQ,0,0,4,0,0,0,0,0
DG1 3UT,0,0,9,3,0,0,0,0
DG1 3UU,0,0,6,7,0,0,0,0
DG1 3UX,0,0,11,11,3,0,0,0
DG1 3UY,0,0,1,5,0,0,0,0
DG1 3YH,0,0,0,0,0,0,0,0
DG1 4AA,0,0,1,1,10,1,0,0
DG1 4AB,0,2,3,9,1,0,0,0
DG1 4AD,0,4,3,7,0,0,0,0
DG1 4AE,0,12,0,0,3,0,3,0
DG1 4AF,0,1,2,8,0,0,0,0
DG1 4AG,0,5,2,4,0,0,0,0
DG1 4AH,0,0,0,0,0,3,2,0
DG1 4AJ,0,10,1,7,7,0,0,0
DG1 4AL,0,0,0,0,0,0,4,0
DG1 4AN,0,0,1,0,0,0,0,0
DG1 4AP,4,35,0,0,0,0,0,0
DG1 4AQ,10,0,1,0,0,0,0,0
DG1 4AR,0,0,0,5,0,0,0,0
DG1 4AS,0,0,2,2,1,7,6,0
DG1 4AT,0,0,0,0,0,0,0,0
DG1 4AW,0,4,0,5,4,1,0,0
DG1 4AX,0,0,0,1,2,4,1,0
DG1 4AY,0,0,0,0,1,0,0,0
DG1 4AZ,0,0,5,8,2,0,0,0
DG1 4BA,0,17,16,4,8,0,0,0
DG1 4BB,0,0,5,1,2,0,0,0
DG1 4BD,0,7,10,2,0,0,0,0
DG1 4BE,0,0,0,5,1,0,0,0
DG1 4BG,20,18,0,0,0,0,0,0
DG1 4BH,40,12,0,0,0,0,0,0
DG1 4BJ,4,16,0,0,0,0,8,0
DG1 4BL,12,0,0,0,4,1,1,0
DG1 4BN,0,0,0,3,10,1,0,0
DG1 4BP,14,27,3,0,2,3,1,0
DG1 4BQ,8,24,0,0,0,0,0,0
DG1 4BS,0,0,0,3,0,2,0,0
DG1 4BT,0,0,31,6,0,0,0,0
DG1 4BU,0,0,3,1,0,0,1,0
DG1 4BW,0,0,0,8,10,0,0,0
DG1 4BX,0,0,23,20,1,0,0,0
DG1 4BY,0,0,1,0,1,0,0,0
DG1 4BZ,0,0,3,3,3,0,0,0
DG1 4DA,0,0,22,5,1,0,0,0
DG1 4DB,0,0,25,8,0,0,0,0
DG1 4DD,0,0,0,0,12,3,0,0
DG1 4DE,0,0,0,5,1,2,0,0
DG1 4DF,0,0,4,3,2,1,0,0
DG1 4DG,0,0,0,11,3,0,0,0
DG1 4DH,0,0,4,8,1,0,0,0
DG1 4DJ,0,7,15,13,0,0,0,0
DG1 4DL,0,1,0,0,0,0,0,0
DG1 4DN,0,0,2,0,14,1,0,0
DG1 4DP,0,0,0,6,7,0,0,0
DG1 4DQ,0,4,6,11,0,0,0,0
DG1 4DR,0,0,0,11,2,2,0,0
DG1 4DS,0,0,0,16,20,4,0,0
DG1 4DT,0,4,4,12,16,0,0,0
DG1 4DU,0,0,0,4,6,2,0,0
DG1 4DW,0,0,0,12,24,1,0,0
DG1 4DX,0,0,0,4,6,2,0,0
DG1 4DY,0,0,0,7,3,1,0,0
DG1 4DZ,0,0,1,1,8,0,0,0
DG1 4EA,0,0,0,5,14,0,0,0
DG1 4EB,0,0,3,1,22,1,0,0
DG1 4ED,0,0,0,0,4,1,0,0
DG1 4EE,0,0,5,6,0,0,0,0
DG1 4EF,0,0,0,0,0,1,0,0
DG1 4EG,0,0,6,2,3,0,0,0
DG1 4EH,0,0,0,8,6,2,0,0
DG1 4EJ,0,0,0,0,2,2,0,0
DG1 4EN,0,0,11,14,2,0,0,0
DG1 4EP,0,0,17,5,0,0,0,0
DG1 4EQ,0,0,0,25,14,6,0,0
DG1 4ER,0,0,0,0,4,4,1,0
DG1 4ES,0,0,0,0,0,9,1,0
DG1 4ET,21,11,0,0,0,0,0,0
DG1 4EU,7,1,0,1,1,1,1,0
DG1 4EW,0,0,30,15,2,0,0,0
DG1 4EX,0,0,0,0,1,1,0,0
DG1 4EY,0,0,0,0,0,0,10,0
DG1 4EZ,0,0,20,18,16,7,0,0
DG1 4FD,0,0,0,0,0,0,0,0
DG1 4FF,0,0,0,0,1,1,0,0
DG1 4GA,0,4,0,0,1,0,2,0
DG1 4GB,0,0,0,4,30,13,0,0
DG1 4GD,0,0,0,0,9,1,0,0
DG1 4GE,0,0,0,0,4,7,0,0
DG1 4GG,0,0,0,0,0,0,0,0
DG1 4GW,0,0,0,0,0,0,0,0
DG1 4GX,0,0,0,0,0,0,4,0
DG1 4GY,0,0,0,0,0,0,8,0
DG1 4GZ,0,0,29,0,0,0,0,0
DG1 4HA,0,21,17,10,6,0,3,0
DG1 4HB,0,7,3,2,0,0,0,0
DG1 4HD,0,0,12,9,11,0,0,0
DG1 4HE,0,7,4,3,6,0,0,0
DG1 4HF,0,1,3,0,2,0,0,0
DG1 4HG,0,1,1,0,0,0,0,0
DG1 4HH,0,0,8,3,0,1,0,0
DG1 4HJ,0,0,4,17,2,5,0,0
DG1 4HL,0,4,19,4,1,0,0,0
DG1 4HN,0,10,26,20,0,0,0,0
DG1 4HP,0,12,0,0,0,0,0,0
DG1 4HQ,0,0,5,11,0,0,0,0
DG1 4HR,48,15,1,0,0,0,0,0
DG1 4HS,0,4,0,0,0,0,0,0
DG1 4HT,36,16,0,0,0,0,1,0
DG1 4HU,8,17,1,0,0,0,0,0
DG1 4HW,0,27,1,0,0,0,0,0
DG1 4HX,0,20,0,0,0,0,0,0
DG1 4HY,0,8,0,0,0,0,0,0
DG1 4HZ,0,0,5,8,1,0,0,0
DG1 4JA,0,3,0,0,0,0,0,0
DG1 4JB,0,5,46,9,9,0,0,0
DG1 4JE,19,1,2,3,1,0,1,0
DG1 4JF,1,2,10,6,4,2,0,0
DG1 4JG,0,19,0,0,1,0,0,0
DG1 4JH,0,20,0,0,0,0,0,0
DG1 4JJ,0,1,5,4,5,0,0,0
DG1 4JL,0,3,9,6,3,0,1,0
DG1 4JN,0,0,1,1,1,0,0,0
DG1 4JP,1,1,3,4,3,0,0,0
DG1 4JQ,0,0,24,20,0,0,0,0
DG1 4JR,0,1,0,0,0,0,1,0
DG1 4JS,14,0,0,0,0,0,0,0
DG1 4JT,0,0,0,1,0,0,0,0
DG1 4JU,0,1,1,2,3,1,0,0
DG1 4JW,1,1,1,1,3,3,1,0
DG1 4JX,2,1,4,9,10,3,4,0
DG1 4XN,0,0,15,10,0,0,0,0
DG1 4XP,0,0,12,10,0,0,0,0
DG1 4XQ,0,0,6,10,7,1,0,0
DG1 4XR,0,0,0,0,2,2,0,0
DG1 4XS,0,0,0,2,10,0,0,0
DG1 4XT,0,0,0,8,5,2,0,0
DG1 4XU,0,0,2,9,6,2,0,0
DG1 4XW,0,0,5,1,0,0,0,0
DG1 4XX,0,0,0,0,10,3,0,0
DG1 4XY,0,0,0,1,9,4,0,0
DG1 4XZ,0,0,0,0,3,4,0,0
DG1 4YA,0,0,0,12,8,3,0,0
DG1 4YB,0,0,0,3,2,1,0,0
DG1 4YD,0,0,1,2,3,0,0,0
DG1 4YE,0,0,0,0,5,3,0,0
DG1 4YG,0,0,9,13,2,0,0,0
DG1 4YH,0,0,9,14,1,0,0,0
DG1 4YJ,0,0,0,9,0,0,0,0
DG1 4JY,0,0,0,2,2,0,0,0
DG1 4JZ,0,8,0,0,0,0,0,0
DG1 4LA,0,15,1,0,0,0,0,0
DG1 4LB,0,0,4,5,28,0,0,0
DG1 4LD,3,3,1,6,3,1,0,0
DG1 4LE,0,0,0,0,5,2,1,0
DG1 4LF,0,4,2,1,3,0,2,0
DG1 4LG,0,0,1,2,0,0,0,0
DG1 4LH,0,0,0,0,1,0,0,0
DG1 4LJ,1,1,1,0,0,0,0,0
DG1 4LL,0,0,10,7,5,0,0,0
DG1 4LN,0,1,11,6,6,0,0,0
DG1 4LP,0,0,0,2,10,1,0,0
DG1 4LQ,0,0,2,1,5,0,1,0
DG1 4LR,0,0,0,1,10,0,0,0
DG1 4LS,0,0,0,2,11,0,0,0
DG1 4LT,0,0,0,3,3,2,0,0
DG1 4LU,0,8,2,5,3,8,0,0
DG1 4LW,0,7,19,4,5,0,0,0
DG1 4LX,0,2,1,3,2,1,0,0
DG1 4LY,0,0,1,1,3,2,0,0
DG1 4LZ,2,1,3,2,7,0,2,0
DG1 4NA,0,4,2,2,1,4,0,0
DG1 4NB,0,37,20,4,3,0,0,0
DG1 4ND,0,4,0,0,2,3,0,0
DG1 4NE,0,8,0,0,0,0,1,0
DG1 4NF,0,0,1,0,0,0,1,0
DG1 4NG,0,0,0,0,1,1,0,0
DG1 4NH,0,0,0,6,2,1,0,0
DG1 4NJ,0,0,0,1,0,1,1,0
DG1 4NL,0,2,1,2,1,0,0,0
DG1 4NN,0,5,8,5,17,6,4,0
DG1 4NP,0,1,0,2,0,3,2,0
DG1 4NQ,0,0,2,1,1,1,0,0
DG1 4NR,0,1,0,1,0,0,0,0
DG1 4NS,1,0,1,3,0,2,0,0
DG1 4NT,0,3,4,0,0,1,0,0
DG1 4NU,0,0,1,1,3,1,0,0
DG1 4NW,0,3,1,0,1,0,0,0
DG1 4NX,0,1,0,0,2,0,0,0
DG1 4NY,0,0,1,0,1,0,0,0
DG1 4NZ,0,2,1,0,0,0,0,0
DG1 4PA,0,34,5,4,2,0,2,0
DG1 4PB,0,0,3,9,0,0,0,0
DG1 4PD,17,10,8,8,1,0,0,0
DG1 4PE,8,8,1,5,0,0,0,0
DG1 4PF,0,14,7,0,0,0,0,0
DG1 4PG,0,0,4,0,0,0,0,0
DG1 4PH,0,2,3,4,6,1,0,0
DG1 4PJ,1,0,1,0,0,1,1,0
DG1 4PL,2,0,0,1,1,0,1,0
DG1 4PN,0,0,3,5,6,1,1,0
DG1 4PP,0,0,0,7,1,0,0,0
DG1 4PQ,0,28,9,6,0,0,0,0
DG1 4PR,0,0,0,20,16,0,0,0
DG1 4PS,0,0,1,4,1,2,0,0
DG1 4PT,0,0,0,0,1,2,0,0
DG1 4PU,0,2,9,5,13,5,0,0
DG1 4PW,0,0,0,5,7,4,0,0
DG1 4PX,0,0,0,0,2,0,0,0
DG1 4PY,0,0,2,5,1,1,1,0
DG1 4PZ,0,0,8,2,2,4,0,0
DG1 4QA,0,0,3,3,0,0,0,0
DG1 4QB,0,0,0,1,0,0,0,0
DG1 4QD,0,0,0,0,2,1,0,0
DG1 4QE,0,0,0,12,23,1,0,0
DG1 4QF,0,54,11,2,0,0,0,0
DG1 4QG,0,0,1,4,9,0,0,0
DG1 4QH,0,0,0,2,9,1,0,0
DG1 4QJ,0,0,0,0,0,2,0,0
DG1 4QL,0,4,0,2,1,6,4,0
DG1 4QN,0,4,0,1,0,0,1,0
DG1 4QP,0,2,4,1,6,9,3,0
DG1 4QQ,0,0,0,5,7,1,0,0
DG1 4QR,2,1,0,0,3,1,2,0
DG1 4QS,0,0,0,2,0,1,0,0
DG1 4QT,0,0,2,0,1,2,0,0
DG1 4QU,0,0,0,1,0,0,0,0
DG1 4QW,0,0,0,0,1,2,0,0
DG1 4QX,3,0,3,0,3,0,2,0
DG1 4QY,1,3,6,1,2,2,2,0
DG1 4QZ,0,8,0,0,4,1,1,0
DG1 4RA,2,11,2,13,2,1,10,0
DG1 4RB,0,3,2,5,1,0,0,0
DG1 4RD,0,0,0,0,0,1,0,0
DG1 4RE,1,0,3,3,3,1,0,0
DG1 4RF,0,0,1,2,0,2,0,0
DG1 4RG,0,0,1,5,2,0,3,0
DG1 4RH,0,0,4,2,2,0,1,0
DG1 4RJ,0,0,0,1,0,0,0,0
DG1 4RL,0,0,2,2,1,0,2,0
DG1 4RN,1,0,2,1,10,1,0,0
DG1 4RP,1,0,2,4,5,4,2,0
DG1 4RQ,0,0,2,0,0,0,1,0
DG1 4RR,0,0,1,1,0,1,0,0
DG1 4RS,0,3,5,4,5,0,0,0
DG1 4RT,0,3,3,0,1,2,2,0
DG1 4RU,0,3,2,1,5,0,0,0
DG1 4RW,0,8,0,1,0,0,0,0
DG1 4RX,0,0,0,0,5,8,1,0
DG1 4RY,0,12,15,1,0,0,0,0
DG1 4RZ,0,0,8,9,0,0,0,0
DG1 4SA,0,3,5,0,0,0,0,0
DG1 4SB,0,9,3,2,0,0,0,0
DG1 4SD,0,10,10,5,3,0,0,0
DG1 4SE,0,0,2,13,1,0,0,0
DG1 4SF,0,5,18,13,1,0,0,0
DG1 4SG,0,0,0,0,0,0,0,0
DG1 4SH,0,0,6,18,5,0,0,0
DG1 4SJ,0,0,0,12,5,0,0,0
DG1 4SL,0,0,13,14,1,0,0,0
DG1 4SN,0,0,13,12,4,0,0,0
DG1 4SP,0,0,0,1,0,0,0,0
DG1 4SQ,0,0,13,16,0,0,0,0
DG1 4SR,0,0,0,10,7,0,0,0
DG1 4ST,0,0,3,4,0,0,0,0
DG1 4SU,1,4,5,0,0,0,1,0
DG1 4SW,0,0,8,9,2,0,0,0
DG1 4SX,0,62,1,0,0,0,8,0
DG1 4SY,12,32,0,0,0,0,3,0
DG1 4TA,0,0,0,0,0,0,0,0
DG1 4TB,0,11,0,0,4,0,0,0
DG1 4TD,0,3,2,2,1,0,1,0
DG1 4TE,0,0,2,0,0,0,0,0
DG1 4TF,0,0,0,0,0,0,0,0
DG1 4TG,0,0,0,0,0,0,0,0
DG1 4TH,1,4,0,0,0,0,0,0
DG1 4TJ,0,1,2,1,0,0,0,0
DG1 4TL,2,3,0,0,1,1,1,0
DG1 4TN,0,1,0,0,2,0,1,0
DG1 4TP,0,0,0,0,2,3,1,0
DG1 4TQ,1,1,0,1,0,0,0,0
DG1 4TR,0,0,1,0,1,0,0,0
DG1 4TS,0,0,0,1,1,0,0,0
DG1 4TT,1,1,1,0,0,0,0,0
DG1 4TU,0,2,0,0,1,1,2,0
DG1 4TW,0,0,0,1,0,0,0,0
DG1 4TX,0,0,2,3,0,0,0,0
DG1 4TY,0,4,4,1,0,2,1,0
DG1 4TZ,0,2,3,5,5,0,5,0
DG1 4UA,0,1,4,0,7,5,5,0
DG1 4UB,1,1,1,1,0,2,1,0
DG1 4UD,0,0,1,0,1,0,0,0
DG1 4UE,0,0,0,0,2,3,0,0
DG1 4UF,0,1,1,0,0,0,0,0
DG1 4UG,0,11,1,0,0,0,0,0
DG1 4UH,0,0,0,0,4,0,0,0
DG1 4UJ,0,0,0,3,11,5,0,0
DG1 4UL,4,20,0,0,0,0,0,0
DG1 4UN,2,24,0,0,0,0,0,0
DG1 4UP,0,0,0,0,7,9,0,0
DG1 4UQ,0,0,0,0,0,0,0,0
DG1 4UR,0,0,0,0,0,4,3,0
DG1 4UT,0,0,0,0,4,5,0,0
DG1 4UU,0,0,0,0,0,0,0,0
DG1 4UW,3,7,0,0,0,0,0,0
DG1 4UX,0,0,3,13,1,0,0,0
DG1 4UY,0,0,0,0,0,3,0,0
DG1 4UZ,0,0,12,19,1,0,0,0
DG1 4XA,0,0,1,0,2,9,0,0
DG1 4XB,0,0,0,2,13,1,0,0
DG1 4XD,0,0,0,0,12,0,0,0
DG1 4XE,0,0,0,0,4,0,0,0
DG1 4XF,0,0,4,2,12,0,0,0
DG1 4XG,0,0,0,4,15,1,0,0
DG1 4XH,0,0,0,0,8,3,0,0
DG1 4XJ,0,0,0,0,5,4,0,0
DG1 4XL,0,0,3,5,0,0,0,0
DG1 4YL,0,0,2,3,0,0,0,0
DG1 4YS,0,0,0,0,11,14,9,0
DG1 4YT,0,0,0,0,2,1,0,0
DG1 4YU,0,0,0,0,4,0,0,0
DG1 4YX,0,0,0,0,2,1,9,0
DG1 4YY,0,0,0,0,0,0,7,0
DG10 9ER,0,0,0,0,4,4,0,0
DG10 9ES,1,1,0,0,0,0,1,0
DG10 9ET,1,0,0,1,0,0,0,0
DG10 9EU,0,0,0,1,0,0,0,0
DG10 9EX,0,0,0,0,0,0,0,0
DG10 9EY,1,1,1,1,0,0,0,0
DG11 1DH,1,1,0,0,0,0,1,0
DG11 1DJ,0,0,4,4,0,0,0,0
DG11 1DL,0,0,0,1,1,0,0,0
DG11 1DN,0,1,0,0,1,0,0,0
DG11 1DP,0,0,0,0,1,0,0,0
DG11 1DQ,0,1,0,0,0,0,0,0
DG11 1DR,0,0,1,1,1,0,0,0
DG11 1DS,1,4,3,3,5,1,0,0
DG11 1DT,2,0,0,1,1,0,2,0
DG11 1DU,1,1,2,0,1,1,0,0
DG11 1DW,0,2,3,1,0,0,3,0
DG11 1DX,1,0,1,3,2,1,1,0
DG11 1DY,0,2,1,2,0,0,1,0
DG11 1DZ,0,0,1,0,0,0,0,0
DG11 1EA,0,2,0,1,0,0,0,0
DG11 1EG,2,9,0,0,0,0,0,0
DG11 1EH,0,0,2,3,1,0,1,0
DG11 1EJ,0,2,0,2,3,0,0,0
DG11 1EL,0,0,0,0,1,0,0,0
DG11 1EN,0,0,0,1,0,1,0,0
DG11 1EP,0,0,0,5,0,0,0,0
DG11 1EQ,0,0,0,4,4,0,0,0
DG11 1ER,0,0,4,3,2,1,0,0
DG11 1ES,0,0,0,2,3,1,0,0
DG11 1ET,0,0,0,2,2,1,0,0
DG11 1EU,0,2,2,1,2,0,0,0
DG11 1EW,0,0,1,1,1,0,0,0
DG11 1EX,0,0,0,0,1,0,0,0
DG11 1EY,0,0,0,5,4,0,0,0
DG11 1GA,0,0,4,8,7,3,0,0
DG11 1GB,0,0,0,2,13,8,0,0
DG11 1GD,0,0,0,0,5,4,0,0
DG11 1GE,0,0,0,1,4,3,0,0
DG11 1GF,0,4,12,0,1,0,0,0
DG11 1HA,0,0,0,1,1,0,0,0
DG11 1HB,0,2,0,0,1,0,0,0
DG1 4YZ,0,0,0,0,2,1,2,0
DG1 4ZD,0,0,0,0,0,0,0,0
DG1 4ZE,0,0,0,0,0,0,0,0
DG1 4ZF,0,0,0,0,0,0,0,0
DG1 4ZJ,0,0,0,0,0,0,0,0
DG1 4ZL,0,0,0,0,0,0,0,0
DG1 4ZN,0,0,0,0,0,0,0,0
DG1 4ZS,0,0,0,0,0,0,0,0
DG1 4ZW,0,0,6,0,0,0,0,0
DG1 4ZZ,0,0,0,0,0,0,0,0
DG1 9AD,0,0,0,0,0,0,0,0
DG1 9AR,0,0,0,0,0,0,0,0
DG1 9DF,0,0,0,0,0,0,0,0
DG1 9DG,0,0,0,0,0,0,0,0
DG1 9DL,0,0,0,0,0,0,0,0
DG1 9DP,0,0,0,0,0,0,0,0
DG1 9DQ,0,0,0,0,0,0,0,0
DG1 9DS,0,0,0,0,0,0,0,0
DG1 9DT,0,0,0,0,0,0,0,0
DG1 9SA,0,0,0,0,0,0,0,0
DG1 9SB,0,0,0,0,0,0,0,0
DG1 9SD,0,0,0,0,0,0,0,0
DG1 9SE,0,0,0,0,0,0,0,0
DG1 9SF,0,0,0,0,0,0,0,0
DG1 9SG,0,0,0,0,0,0,0,0
DG1 9SH,0,0,0,0,0,0,0,0
DG1 9SJ,0,0,0,0,0,0,0,0
DG1 9SL,0,0,0,0,0,0,0,0
DG1 9SN,0,0,0,0,0,0,0,0
DG1 9SP,0,0,0,0,0,0,0,0
DG1 9SQ,0,0,0,0,0,0,0,0
DG1 9SR,0,0,0,0,0,0,0,0
DG1 9SS,0,0,0,0,0,0,0,0
DG1 9ST,0,0,0,0,0,0,0,0
DG1 9SU,0,0,0,0,0,0,0,0
DG1 9SW,0,0,0,0,0,0,0,0
DG1 9SX,0,0,0,0,0,0,0,0
DG1 9SY,0,0,0,0,0,0,0,0
DG1 9SZ,0,0,0,0,0,0,0,0
DG1 9TA,0,0,0,0,0,0,0,0
DG1 9TB,0,0,0,0,0,0,0,0
DG1 9TD,0,0,0,0,0,0,0,0
DG1 9TE,0,0,0,0,0,0,0,0
DG1 9TF,0,0,0,0,0,0,0,0
DG1 9TG,0,0,0,0,0,0,0,0
DG1 9TH,0,0,0,0,0,0,0,0
DG1 9TJ,0,0,0,0,0,0,0,0
DG1 9TL,0,0,0,0,0,0,0,0
DG1 9TN,0,0,0,0,0,0,0,0
DG1 9TP,0,0,0,0,0,0,0,0
DG1 9TQ,0,0,0,0,0,0,0,0
DG1 9TR,0,0,0,0,0,0,0,0
DG1 9TS,0,0,0,0,0,0,0,0
DG1 9TT,0,0,0,0,0,0,0,0
DG1 9TU,0,0,0,0,0,0,0,0
DG1 9TW,0,0,0,0,0,0,0,0
DG1 9TX,0,0,0,0,0,0,0,0
DG1 9TY,0,0,0,0,0,0,0,0
DG1 9TZ,0,0,0,0,0,0,0,0
DG1 9UA,0,0,0,0,0,0,0,0
DG1 9UB,0,0,0,0,0,0,0,0
DG1 9UD,0,0,0,0,0,0,0,0
DG1 9UE,0,0,0,0,0,0,0,0
DG1 9UF,0,0,0,0,0,0,0,0
DG1 9UG,0,0,0,0,0,0,0,0
DG1 9UH,0,0,0,0,0,0,0,0
DG1 9UJ,0,0,0,0,0,0,0,0
DG1 9UL,0,0,0,0,0,0,0,0
DG1 9UN,0,0,0,0,0,0,0,0
DG1 9UP,0,0,0,0,0,0,0,0
DG1 9UQ,0,0,0,0,0,0,0,0
DG1 9UR,0,0,0,0,0,0,0,0
DG1 9US,0,0,0,0,0,0,0,0
DG1 9UT,0,0,0,0,0,0,0,0
DG1 9UU,0,0,0,0,0,0,0,0
DG1 9UW,0,0,0,0,0,0,0,0
DG1 9UX,0,0,0,0,0,0,0,0
DG1 9UY,0,0,0,0,0,0,0,0
DG1 9UZ,0,0,0,0,0,0,0,0
DG10 9AA,1,3,1,1,1,0,1,0
DG10 9AB,2,3,6,1,1,0,0,0
DG10 9AD,0,0,1,1,0,0,0,0
DG10 9AE,0,1,3,0,1,0,0,0
DG10 9AG,5,0,1,0,0,0,0,0
DG10 9AH,2,3,0,7,5,0,0,0
DG10 9AJ,0,0,0,2,0,1,2,0
DG10 9AL,1,0,0,0,3,7,3,0
DG10 9AN,0,0,1,1,1,2,1,0
DG10 9AP,1,1,1,1,2,5,3,0
DG10 9AQ,0,2,0,0,0,0,0,0
DG10 9AR,0,1,1,3,3,0,1,0
DG10 9AS,3,0,1,2,1,1,0,0
DG10 9AT,0,0,0,0,0,0,0,0
DG10 9AW,26,1,0,0,0,0,0,0
DG10 9AX,0,1,1,0,2,4,1,0
DG10 9AY,16,4,4,0,0,0,0,0
DG10 9AZ,0,4,0,0,0,0,3,0
DG10 9BA,0,4,4,0,0,0,1,0
DG10 9BB,0,14,0,0,0,0,0,0
DG10 9BD,0,14,0,0,0,0,0,0
DG10 9BE,9,14,3,0,0,0,0,0
DG10 9BF,0,0,0,0,1,12,0,0
DG10 9BG,0,28,0,0,0,4,7,0
DG10 9BH,0,2,1,0,5,0,1,0
DG10 9BJ,12,0,2,0,0,0,0,0
DG10 9BL,6,0,0,0,0,0,0,0
DG10 9BN,0,0,2,1,4,1,0,0
DG10 9BP,0,0,0,2,2,3,0,0
DG10 9BQ,0,10,0,0,0,0,1,0
DG10 9BS,0,0,0,0,0,1,5,0
DG10 9BT,0,0,0,0,2,2,0,0
DG10 9BU,0,0,1,0,5,4,6,0
DG10 9BW,0,0,0,1,1,2,1,0
DG10 9BX,0,0,0,0,0,0,2,0
DG10 9BY,0,0,0,0,0,2,3,0
DG10 9BZ,0,0,0,0,0,1,1,0
DG10 9DA,0,0,0,0,0,0,0,0
DG10 9DB,0,16,22,0,0,0,0,0
DG10 9DD,0,12,12,0,0,0,1,0
DG10 9DE,17,15,1,0,0,0,0,0
DG10 9DF,3,11,4,0,0,0,0,0
DG10 9DG,0,0,0,0,3,0,0,0
DG10 9DH,7,15,15,0,0,0,0,0
DG10 9DJ,0,4,3,0,0,0,0,0
DG10 9DL,1,0,1,0,0,0,0,0
DG10 9DN,2,3,2,1,0,0,0,0
DG10 9DP,2,7,4,3,0,0,0,0
DG10 9DR,2,1,2,1,0,0,0,0
DG10 9DS,0,2,0,2,3,4,0,0
DG10 9DT,0,1,10,0,0,0,0,0
DG10 9DU,0,1,0,0,0,0,0,0
DG10 9DW,0,0,0,0,0,0,0,0
DG10 9DX,0,0,3,1,1,1,0,0
